transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-01,00,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,458,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,SUKRUBEY
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYLIKDUZU,34,GUZELYURT
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BEYOGLU,34,HALICIOGLU
2024-10-01,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,429A,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-01,00,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,50Z,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,SISLI,34,MECIDIYEKOY
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAHCELIEVLER,34,YENIBOSNA
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-01,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,142,
2024-10-01,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,429A,
2024-10-01,00,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,458,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,ZEYTINBURNU
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ESENYURT,34,BEYLIKDUZU
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ESENYURT,34,SAADETDERE MAHALLESI
2024-10-01,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,142,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,34,ZEYTINBURNU
2024-10-01,00,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,458,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,FLORYA
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,34,MECIDIYEKOY
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2024-10-01,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,142,
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-01,00,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,50Z,
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,INDIRIMLI1,Indirimli Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,34,INCIRLI
2024-10-01,00,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,458,
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,5,5,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,AVCILAR,34,MUSTAFA KEMAL PASA
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-01,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,429A,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Tam Kontur,USKUDAR,34A,BURHANIYE
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,1,TAM,Tam Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KAGITHANE,34,DARULACEZE PERPA
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,SUKRUBEY
2024-10-01,00,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,50Z,
2024-10-01,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,7,5,TAM,Tam Kontur,BAKIRKOY,429A,
2024-10-01,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,142,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAYRAMPASA,34,EDIRNEKAPI 2
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2024-10-01,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,142,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,MUSTAFA KEMAL PASA
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-01,00,1,OTOYOL,GURPINAR– AVCILAR METROBUS,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,458,
2024-10-01,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-01,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,142,
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-01,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34,MERTER
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A,ALTUNIZADE 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAHCELIEVLER,34,YENIBOSNA
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,ALTUNIZADE 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,44,40,TAM,Tam Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,TAM,Tam Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BEYLIKDUZU,34,GUZELYURT
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,115,107,TAM,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,17,17,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,SUKRUBEY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,15,15,INDIRIMLI1,Indirimli Abonman,SISLI,34,CAGLAYAN
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,21,19,TAM,Tam Kontur,BAYRAMPASA,34,EDIRNEKAPI 2
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,ALTUNIZADE 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,122,122,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,MUSTAFA KEMAL PASA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,17,14,TAM,Tam Kontur,ESENYURT,34,SAADETDERE MAHALLESI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,,Ucretsiz,KUCUKCEKMECE,34,SEFAKOY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,87,87,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,SIRINEVLER 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,83,76,TAM,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,14,14,INDIRIMLI1,Indirimli Abonman,BEYOGLU,34,HALICIOGLU
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,,Ucretsiz,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,TAM,Tam Kontur,KAGITHANE,34,OKMEYDANI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI2,Indirimli Tip 2 Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAYRAMPASA,34,EDIRNEKAPI 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,34,MECIDIYEKOY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,24,24,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,34,ZEYTINBURNU
2024-10-02,00,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,10,10,TAM,Tam Kontur,BAKIRKOY,401,
2024-10-02,00,1,OTOYOL,ALIBEYKOY METRO - ZINCIRLIKUYU METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,50Z,
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,34A,UZUNCAYIR 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,EYUPSULTAN,34,EDIRNEKAPI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,34,32,INDIRIMLI1,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,56,55,INDIRIMLI1,Tam Kontur,SISLI,34,MECIDIYEKOY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,51,51,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,INCIRLI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,16,13,TAM,Tam Kontur,ZEYTINBURNU,34,TOPKAPI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,BAHCELIEVLER,34,YENIBOSNA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,22,21,TAM,Tam Kontur,AVCILAR,34,SUKRUBEY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,27,26,INDIRIMLI1,Indirimli Abonman,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,24,23,TAM,Tam Kontur,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,203,203,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,4,4,TAM,Tam Abonman,USKUDAR,34A,ALTUNIZADE 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,31,27,TAM,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Abonman,USKUDAR,34A,ALTUNIZADE 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAHCELIEVLER,34,YENIBOSNA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,TAM,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,TAM,Tam Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,16,16,TAM,Tam Abonman,BAKIRKOY,34,SIRINEVLER 1
2024-10-02,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,429A,
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,51,51,INDIRIMLI1,Indirimli Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,SISLI,34,MECIDIYEKOY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,22,22,INDIRIMLI1,Indirimli Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34,YENIBOSNA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,51,51,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,1,TAM,Tam Kontur,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,AVCILAR,34,SUKRUBEY
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,SIRINEVLER 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,7,INDIRIMLI1,Tam Kontur,BAKIRKOY,34,INCIRLI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,KAGITHANE,34,DARULACEZE PERPA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,14,14,INDIRIMLI1,Indirimli Abonman,BEYLIKDUZU,34,HARAMIDERE
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,34,FLORYA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,27,22,TAM,Tam Kontur,ZEYTINBURNU,34,MERTER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,TAM,Tam Abonman,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,ALTUNIZADE 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KAGITHANE,34,DARULACEZE PERPA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,34,MERTER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,SISLI,34,MECIDIYEKOY
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,11,11,UCRETSIZ,Ucretsiz,USKUDAR,34A,UZUNCAYIR 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,UCRETSIZ,Ucretsiz,BAKIRKOY,34,INCIRLI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,TAM,Tam Kontur,ZEYTINBURNU,34,TOPKAPI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,23,23,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-02,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,429A,
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,BAYRAMPASA,34,EDIRNEKAPI 2
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,AVCILAR,34,MUSTAFA KEMAL PASA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI1,Tam Kontur,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,65,65,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34,YENIBOSNA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,35,34,TAM,Tam Kontur,ESENYURT,34,BEYLIKDUZU
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,INDIRIMLI1,Tam Kontur,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,13,13,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,34,INCIRLI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,34,FLORYA
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,34,INCIRLI
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,18,18,TAM,Tam Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-02,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A,UZUNCAYIR 2
2024-10-02,00,1,OTOYOL,ALIBEYKOY METRO - EDIRNEKAPI METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,50A,
2024-10-02,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,8,8,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,CEVIZLIBAG
