transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name,station_poi_desc_cd
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A,ACIBADEM
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,34,MECIDIYEKOY
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,34A,UZUNCAYIR 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,ESENYURT,34,BEYKENT
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,34,ZEYTINBURNU
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,SISLI,34,MECIDIYEKOY
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,KADIKOY,34A,FIKIRTEPE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,SEFAKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,28,25,TAM,Tam Kontur,SISLI,34,MECIDIYEKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,ESENYURT,34,BEYKENT
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,1,TAM,Tam Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Tam Kontur,SISLI,34,CAGLAYAN
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,SOGUTLUCESME 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,6,TAM,Tam Kontur,EYUPSULTAN,34,EDIRNEKAPI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Abonman,USKUDAR,34A,ALTUNIZADE 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SISLI,34,CAGLAYAN
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,MERTER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34,AVCILAR MRK.UNV.KAMP.
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,IBB SOSYAL TESISLER
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Tam Kontur,KADIKOY,34A,FIKIRTEPE
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Abonman,USKUDAR,34A,UZUNCAYIR 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Indirimli Abonman,AVCILAR,34,SUKRUBEY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,SISLI,34,CAGLAYAN
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,TAM,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,34A,ACIBADEM
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,7,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,8,TAM,Tam Kontur,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,BOGAZ KOPRUSU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BEYLIKDUZU,34,HARAMIDERE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,34,FLORYA
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,13,11,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34,YENIBOSNA
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,TOPKAPI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,34,INCIRLI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,MERTER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,TAM,Tam Kontur,USKUDAR,34A,ACIBADEM
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,KAGITHANE,34,OKMEYDANI
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,USKUDAR,34A,ALTUNIZADE 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,11,11,TAM,Tam Kontur,ESENYURT,34,BEYLIKDUZU
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Tam Kontur,SISLI,34,MECIDIYEKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,ESENYURT,34,SAADETDERE MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,ESENYURT,34,BEYLIKDUZU
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,ESENYURT,34,SAADETDERE MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,34,INCIRLI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KAGITHANE,34,OKMEYDANI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,7,7,INDIRIMLI1,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ESENYURT,34,HARAMIDERE SANAYI SITESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,9,9,INDIRIMLI1,Indirimli Kontur,SISLI,34,MECIDIYEKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,SISLI,34,CAGLAYAN
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,15,15,TAM,Tam Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,TAM,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,SISLI,34,ZINCIRLIKUYU 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34,BAHCELIEVLER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,34,BESYOL
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A,UZUNCAYIR 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,SISLI,34,ZINCIRLIKUYU 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,34,SIRINEVLER 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,TAM,Tam Kontur,AVCILAR,34,MUSTAFA KEMAL PASA
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,34,BAYRAMPASA MALTEPE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,8,8,INDIRIMLI1,Indirimli Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,1,INDIRIMLI1,Tam Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,FIKIRTEPE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,34,CENNET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Abonman,BEYLIKDUZU,34,GUZELYURT
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,34,BESYOL
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,INDIRIMLI1,Tam Kontur,USKUDAR,34A,ALTUNIZADE 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34,BESYOL
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BEYOGLU,34,HALICIOGLU
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,2,INDIRIMLI1,Tam Kontur,BEYLIKDUZU,34,HARAMIDERE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KUCUKCEKMECE,34,SEFAKOY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BEYOGLU,34,HALICIOGLU
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,13,13,INDIRIMLI1,Indirimli Abonman,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BEYLIKDUZU,34,GUZELYURT
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,ESENYURT,34,BEYKENT
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,7,TAM,Tam Kontur,AVCILAR,34,SUKRUBEY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,34,KUCUKCEKMECE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,UCRETSIZ,Ucretsiz,EYUPSULTAN,34,AYVANSARAY EYUP SULTAN
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Ucretsiz,USKUDAR,34A,ALTUNIZADE 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,34,EDIRNEKAPI
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,3,3,INDIRIMLI1,Indirimli Abonman,USKUDAR,34A,ALTUNIZADE 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,11,11,TAM,Tam Kontur,BAHCELIEVLER,34,YENIBOSNA
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BEYLIKDUZU,34,CUMHURIYET MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,5,TAM,Tam Kontur,ZEYTINBURNU,34,MERTER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Kontur,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,TAM,Tam Kontur,KAGITHANE,34,DARULACEZE PERPA
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,SISLI,34,ZINCIRLIKUYU 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,2,TAM,Tam Kontur,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,34,MERTER
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BEYOGLU,34,HALICIOGLU
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,ALTUNIZADE 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Kontur,USKUDAR,34A,ALTUNIZADE 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,BAYRAMPASA,34,EDIRNEKAPI 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,34,SIRINEVLER 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,ESENYURT,34,BEYLIKDUZU BELEDIYESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,46,46,INDIRIMLI1,Indirimli Abonman,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,ZEYTINBURNU,34,BAYRAMPASA MALTEPE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,AVCILAR,34,CIHANGIR UNIVERSITE MAH.
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,TAM,Tam Kontur,BUYUKCEKMECE,34,BEYLIKDUZU SONDURAK
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,UCRETSIZ,Ucretsiz,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,34,ZEYTINBURNU
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,TAM,Tam Kontur,SISLI,34,CAGLAYAN
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,5,5,UCRETSIZ,Ucretsiz,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ESENYURT,34,SAADETDERE MAHALLESI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,34,SIRINEVLER 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,ZEYTINBURNU,34,CEVIZLIBAG
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,KAGITHANE,34,OKMEYDANI HASTANE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BASAKSEHIR,34,FLORYA 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Tam Kontur,SISLI,34,CAGLAYAN
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KAGITHANE,34,OKMEYDANI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34,SUKRUBEY
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Abonman,BEYLIKDUZU,34,HARAMIDERE
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BASAKSEHIR,34,FLORYA 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,TAM,Tam Abonman,USKUDAR,34A,UZUNCAYIR 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,1,1,UCRETSIZ,Tam Kontur,KADIKOY,34A,SOGUTLUCESME 1
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BESIKTAS,34,ZINCIRLIKUYU 2
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,INDIRIMLI1,Indirimli Kontur,USKUDAR,34A,UZUNCAYIR 2
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,34,TOPKAPI
2024-10-18,03,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,BAHCELIEVLER,34,YENIBOSNA
2024-10-18,03,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,66,66,INDIRIMLI1,Indirimli Abonman,KADIKOY,34A,SOGUTLUCESME 1
